"","num","Differences","sequencename"
"1",1,642,"gi|8486127|ref|NC_002018.1|A/Puerto_Rico/8/1934_H1N1_|NA|NA|Puerto_Rico|NA"
"2000",2000,11,"gi|356599744|gb|JN993126.1|B/Texas/10/2010|22_Dec_2010|2010|USA|NA"
"2001",2001,11,"gi|356599672|gb|JN993099.1|B/Texas/07/2010|19_Oct_2010|2010|USA|NA"
"2002",2002,9,"gi|549411852|gb|CY153772.1|B/Brisbane/31/2010|03_Nov_2010|2010|Australia|OC"
"2003",2003,9,"gi|549277588|gb|CY150277.1|B/Brisbane/10/2011|18_Feb_2011|2011|Australia|OC"
"2004",2004,9,"gi|476404559|gb|KC813750.1|B/Wisconsin/01/2011|18_Jan_2011|2011|USA|NA"
"2005",2005,9,"gi|476404436|gb|KC813702.1|B/Nevada/12/2011|14_Mar_2011|2011|USA|NA"
"2006",2006,9,"gi|476404397|gb|KC813686.1|B/Nevada/10/2011|10_Mar_2011|2011|USA|NA"
"2007",2007,9,"gi|476404129|gb|KC813581.1|B/Nevada/04/2011|07_Feb_2011|2011|USA|NA"
"2008",2008,9,"gi|356599195|gb|JN992919.1|B/Iowa/03/2010|23_Nov_2010|2010|USA|NA"
"2009",2009,10,"gi|476404550|gb|KC813747.1|B/Wisconsin/02/2011|18_Jan_2011|2011|USA|NA"
"2010",2010,60,"gi|375305606|gb|CY108943.1|B/Guangdong/108/2011|Mar_2011|2011|China|AS"
"2011",2011,11,"gi|351589975|gb|JN790331.1|B/Kyoto/10K470/2011|25_Feb_2011|2011|Japan|AS"
"2012",2012,9,"gi|351589979|gb|JN790333.1|B/Kyoto/10K475/2011|11_Mar_2011|2011|Japan|AS"
"2013",2013,9,"gi|351589977|gb|JN790332.1|B/Kyoto/10K474/2011|07_Mar_2011|2011|Japan|AS"
"2014",2014,10,"gi|351589959|gb|JN790323.1|B/Kyoto/10K131/2011|31_Jan_2011|2011|Japan|AS"
"2015",2015,15,"gi|283137934|gb|GU323447.1|B/Chungnam/4552/2007|14_Dec_2007|2007|South_Korea|AS"
"2016",2016,14,"gi|283137949|gb|GU323452.1|B/Seoul/408/2008|09_Jan_2008|2008|South_Korea|AS"
"2017",2017,14,"gi|283137943|gb|GU323450.1|B/Seoul/4887/2007|23_Dec_2007|2007|South_Korea|AS"
"2018",2018,13,"gi|283137940|gb|GU323449.1|B/Gangwon/259/2008|07_Jan_2008|2008|South_Korea|AS"
"2019",2019,13,"gi|283137946|gb|GU323451.1|B/Seoul/382/2008|02_Jan_2008|2008|South_Korea|AS"
"2020",2020,13,"gi|283137952|gb|GU323453.1|B/Chungnam/1092/2008|01_Feb_2008|2008|South_Korea|AS"
"2021",2021,13,"gi|283137937|gb|GU323448.1|B/Gangwon/253/2008|03_Jan_2008|2008|South_Korea|AS"
"2022",2022,16,"gi|257815148|gb|GQ895061.1|B/Alaska/01/2009|21_Jan_2009|2009|USA|NA"
"2023",2023,16,"gi|222433629|gb|FJ686880.1|B/Alaska/06/2008|18_Nov_2008|2008|USA|NA"
"2024",2024,17,"gi|251825307|gb|GQ340567.1|B/Alaska/09/2008|10_Dec_2008|2008|USA|NA"
"2025",2025,16,"gi|255529626|gb|GQ451490.1|B/Mississippi/07/2008|17_Dec_2008|2008|USA|NA"
"2026",2026,14,"gi|354551683|gb|JN899485.1|B/Mississippi/06/2008|04_Dec_2008|2008|USA|NA"
"2027",2027,12,"gi|251825316|gb|GQ340574.1|B/North_Dakota/01/2009|05_Feb_2009|2009|USA|NA"
"2028",2028,10,"gi|168824927|gb|EU515981.1|B/New_York/01/2007|22_Mar_2007|2007|USA|NA"
"2029",2029,10,"gi|168824867|gb|EU515933.1|B/Massachusetts/01/2007|01_May_2007|2007|USA|NA"
"2030",2030,10,"gi|168824948|gb|EU515988.1|B/New_Jersey/02/2007|27_Jan_2007|2007|USA|NA"
"2031",2031,9,"gi|168824861|gb|EU515931.1|B/Massachusetts/02/2007|07_May_2007|2007|USA|NA"
"2032",2032,9,"gi|168824864|gb|EU515932.1|B/Alaska/02/2007|08_Feb_2007|2007|USA|NA"
"2033",2033,9,"gi|168824819|gb|EU515917.1|B/Memphis/11/2007|14_Feb_2007|2007|USA|NA"
"2034",2034,9,"gi|168824858|gb|EU515930.1|B/Pennsylvania/05/2007|01_Mar_2007|2007|USA|NA"
"2035",2035,9,"gi|168824834|gb|EU515922.1|B/Michigan/14/2007|06_Apr_2007|2007|USA|NA"
"2036",2036,10,"gi|168824837|gb|EU515923.1|B/Pennsylvania/08/2007|15_Mar_2007|2007|USA|NA"
"2037",2037,8,"gi|168824810|gb|EU515892.1|B/Pennsylvania/06/2007|02_Mar_2007|2007|USA|NA"
"2038",2038,8,"gi|168824849|gb|EU515927.1|B/Idaho/01/2006|18_Dec_2006|2006|USA|NA"
"2039",2039,11,"gi|194304503|gb|CY033451.1|B/Ohio/UR06_0410/2007|23_Feb_2007|2007|USA|NA"
"2040",2040,11,"gi|168824930|gb|EU515982.1|B/Texas/01/2007|04_Mar_2007|2007|USA|NA"
"2041",2041,12,"gi|156123580|gb|EU100668.1|B/Mississippi/4/2006|18_Oct_2006|2006|USA|NA"
"2042",2042,10,"gi|156123568|gb|EU100664.1|B/North_Carolina/13/2006|18_Nov_2006|2006|USA|NA"
"2043",2043,11,"gi|156123571|gb|EU100665.1|B/Oklahoma/2/2006|29_Nov_2006|2006|USA|NA"
"2044",2044,9,"gi|229259576|gb|FJ966240.1|B/Myanmar/M244/2007|11_Aug_2007|2007|Myanmar|AS"
"2045",2045,8,"gi|549409591|gb|CY152820.1|B/Brisbane/5/2007|24_Jun_2007|2007|Australia|OC"
"2046",2046,6,"gi|402485486|gb|JX465438.1|B/Gyeonggi/83/2006|25_Apr_2006|2006|South_Korea|AS"
"2047",2047,8,"gi|168824870|gb|EU515934.1|B/Nebraska/04/2007|09_Mar_2007|2007|USA|NA"
"2048",2048,7,"gi|168824846|gb|EU515926.1|B/Nebraska/02/2007|23_Feb_2007|2007|USA|NA"
"2049",2049,7,"gi|168824828|gb|EU515920.1|B/Nebraska/01/2007|26_Jan_2007|2007|USA|NA"
"2050",2050,7,"gi|169731627|gb|CY030611.1|B/Tennessee/UR06_0263/2007|13_Feb_2007|2007|USA|NA"
"2051",2051,64,"gi|293631562|gb|GU943228.1|B/Singapore/DSO_020132/2007|Mar_2007|2007|Singapore|AS"
"2052",2052,10,"gi|156123574|gb|EU100666.1|B/Texas/41/2006|07_Dec_2006|2006|USA|NA"
"2053",2053,11,"gi|448269373|gb|KC458440.1|B/Japan/312/2008|15_Jan_2008|2008|Japan|AS"
"2054",2054,12,"gi|448267218|gb|KC457490.1|B/Japan/326/2008|16_Jan_2008|2008|Japan|AS"
"2055",2055,12,"gi|448267215|gb|KC457489.1|B/Japan/325/2008|16_Jan_2008|2008|Japan|AS"
"2056",2056,7,"gi|168824963|gb|EU516006.1|B/California/20/2007|27_Nov_2007|2007|USA|NA"
"2057",2057,7,"gi|206812568|gb|FJ229868.1|B/Myanmar/M044/2007|09_Jul_2007|2007|Myanmar|AS"
"2058",2058,19,"gi|293631565|gb|GU943229.1|B/Singapore/DSO_020147/2007|Mar_2007|2007|Singapore|AS"
"2059",2059,10,"gi|448269367|gb|KC458438.1|B/Japan/312/2008|15_Jan_2008|2008|Japan|AS"
"2060",2060,10,"gi|448269355|gb|KC458434.1|B/Japan/312/2008|15_Jan_2008|2008|Japan|AS"
"2061",2061,10,"gi|448267269|gb|KC457507.1|B/Japan/347/2008|18_Jan_2008|2008|Japan|AS"
"2062",2062,9,"gi|448269370|gb|KC458439.1|B/Japan/312/2008|15_Jan_2008|2008|Japan|AS"
"2063",2063,9,"gi|448269358|gb|KC458435.1|B/Japan/312/2008|15_Jan_2008|2008|Japan|AS"
"2064",2064,9,"gi|448267266|gb|KC457506.1|B/Japan/346/2008|18_Jan_2008|2008|Japan|AS"
"2065",2065,9,"gi|448267185|gb|KC457479.1|B/Japan/312/2008|15_Jan_2008|2008|Japan|AS"
"2066",2066,9,"gi|448267182|gb|KC457478.1|B/Japan/311/2008|15_Jan_2008|2008|Japan|AS"
"2067",2067,9,"gi|448267179|gb|KC457477.1|B/Japan/310/2008|15_Jan_2008|2008|Japan|AS"
"2068",2068,11,"gi|448269364|gb|KC458437.1|B/Japan/312/2008|15_Jan_2008|2008|Japan|AS"
"2069",2069,11,"gi|448269361|gb|KC458436.1|B/Japan/312/2008|15_Jan_2008|2008|Japan|AS"
"2070",2070,10,"gi|448267299|gb|KC457517.1|B/Japan/362/2008|18_Jan_2008|2008|Japan|AS"
"2071",2071,5,"gi|168824936|gb|EU515984.1|B/Connecticut/01/2007|09_Apr_2007|2007|USA|NA"
"2072",2072,6,"gi|347344011|gb|CY099009.1|B/Taiwan/3290/2006|26_Dec_2006|2006|Taiwan|AS"
"2073",2073,5,"gi|402485483|gb|JX465437.1|B/Gyeonggi/80/2006|25_Apr_2006|2006|South_Korea|AS"
"2074",2074,7,"gi|194351926|gb|CY033958.1|B/Taiwan/70028/2007|04_Jan_2007|2007|Taiwan|AS"
"2075",2075,7,"gi|194351546|gb|CY033798.1|B/Taiwan/42/2007|16_Jan_2007|2007|Taiwan|AS"
"2076",2076,6,"gi|225676783|gb|CY038273.1|B/Taiwan/37/2007|12_Jan_2007|2007|Taiwan|AS"
"2077",2077,6,"gi|237689695|gb|CY040403.1|B/Taiwan/2894/2006|23_Nov_2006|2006|Taiwan|AS"
"2078",2078,6,"gi|237689676|gb|CY040395.1|B/Taiwan/202/2005|2005|2005|Taiwan|AS"
"2079",2079,6,"gi|169731608|gb|CY030603.1|B/Tennessee/UR06_0261/2007|13_Feb_2007|2007|USA|NA"
"2080",2080,5,"gi|168824840|gb|EU515924.1|B/Indiana/01/2007|12_Mar_2007|2007|USA|NA"
"2081",2081,6,"gi|206812577|gb|FJ229871.1|B/Myanmar/M182/2007|02_Aug_2007|2007|Myanmar|AS"
"2082",2082,6,"gi|206812571|gb|FJ229869.1|B/Myanmar/M090/2007|19_Jul_2007|2007|Myanmar|AS"
"2083",2083,5,"gi|229259581|gb|FJ966242.1|B/Myanmar/M254/2007|13_Aug_2007|2007|Myanmar|AS"
"2084",2084,5,"gi|229259571|gb|FJ966238.1|B/Myanmar/M239/2007|11_Aug_2007|2007|Myanmar|AS"
"2085",2085,5,"gi|206812580|gb|FJ229872.1|B/Myanmar/M108/2007|25_Jul_2007|2007|Myanmar|AS"
"2086",2086,5,"gi|206812562|gb|FJ229866.1|B/Myanmar/M017/2007|28_Jun_2007|2007|Myanmar|AS"
"2087",2087,5,"gi|168824975|gb|EU516010.1|B/New_York/09/2007|20_Nov_2007|2007|USA|NA"
"2088",2088,53,"gi|293631568|gb|GU943230.1|B/Singapore/DSO_070214/2006|Dec_2006|2006|Singapore|AS"
"2089",2089,18,"gi|293631559|gb|GU943227.1|B/Singapore/DSO_020114/2007|Mar_2007|2007|Singapore|AS"
"2090",2090,8,"gi|156123556|gb|EU100660.1|B/Texas/39/2006|05_Nov_2006|2006|USA|NA"
"2091",2091,5,"gi|168824933|gb|EU515983.1|B/New_Jersey/01/2007|20_Jan_2007|2007|USA|NA"
"2092",2092,5,"gi|156123234|gb|EU100591.1|B/New_York/2/2006|28_Mar_2006|2006|USA|NA"
"2093",2093,5,"gi|156123231|gb|EU100590.1|B/Florida/2/2006|09_Jan_2006|2006|USA|NA"
"2094",2094,4,"gi|169822693|gb|CY030785.1|B/Tennessee/UR06_0079/2007|26_Jan_2007|2007|USA|NA"
"2095",2095,5,"gi|347343865|gb|CY098947.1|B/Tennessee/UR06_0457/2007|27_Feb_2007|2007|USA|NA"
"2096",2096,6,"gi|226954503|gb|CY038777.1|B/Tennessee/UR06_0559/2007|08_Mar_2007|2007|USA|NA"
"2097",2097,16,"gi|448267191|gb|KC457481.1|B/Japan/314/2008|15_Jan_2008|2008|Japan|AS"
"2098",2098,9,"gi|347343832|gb|CY098933.1|B/Mississippi/UR06_0408/2007|23_Feb_2007|2007|USA|NA"
"2099",2099,17,"gi|448269334|gb|KC458427.1|B/Japan/309/2008|15_Jan_2008|2008|Japan|AS"
"2100",2100,9,"gi|168824873|gb|EU515935.1|B/Nevada/01/2007|10_Mar_2007|2007|USA|NA"
"2101",2101,11,"gi|283137955|gb|GU323454.1|B/Gyeongnam/3775/2008|31_Mar_2008|2008|South_Korea|AS"
"2102",2102,11,"gi|283137931|gb|GU323446.1|B/Seoul/4578/2007|18_Dec_2007|2007|South_Korea|AS"
"2103",2103,8,"gi|189303246|gb|EU779568.1|B/Alaska/01/2008|16_Jan_2008|2008|USA|NA"
"2104",2104,8,"gi|224021856|gb|CY037425.1|B/Texas/UR06_0541/2007|06_Mar_2007|2007|USA|NA"
"2105",2105,8,"gi|505554616|gb|KC986625.1|B/Guangdong/GZ072/2009|06_May_2009|2009|China|AS"
"2106",2106,8,"gi|505554682|gb|KC986647.1|B/Guangdong/GZ100/2009|03_Jun_2009|2009|China|AS"
"2107",2107,9,"gi|448267224|gb|KC457492.1|B/Japan/328/2008|16_Jan_2008|2008|Japan|AS"
"2108",2108,9,"gi|448267221|gb|KC457491.1|B/Japan/327/2008|16_Jan_2008|2008|Japan|AS"
"2109",2109,12,"gi|448268917|gb|KC458288.1|B/Japan/303/2008|15_Jan_2008|2008|Japan|AS"
"2110",2110,14,"gi|448269706|gb|KC458551.1|B/Japan/303/2008|15_Jan_2008|2008|Japan|AS"
"2111",2111,14,"gi|448269703|gb|KC458550.1|B/Japan/303/2008|15_Jan_2008|2008|Japan|AS"
"2112",2112,10,"gi|448269700|gb|KC458549.1|B/Japan/303/2008|15_Jan_2008|2008|Japan|AS"
"2113",2113,10,"gi|448268923|gb|KC458290.1|B/Japan/303/2008|15_Jan_2008|2008|Japan|AS"
"2114",2114,10,"gi|448268920|gb|KC458289.1|B/Japan/303/2008|15_Jan_2008|2008|Japan|AS"
"2115",2115,10,"gi|448268914|gb|KC458287.1|B/Japan/303/2008|15_Jan_2008|2008|Japan|AS"
"2116",2116,10,"gi|448268911|gb|KC458286.1|B/Japan/303/2008|15_Jan_2008|2008|Japan|AS"
"2117",2117,10,"gi|448268908|gb|KC458285.1|B/Japan/303/2008|15_Jan_2008|2008|Japan|AS"
"2118",2118,10,"gi|448268902|gb|KC458283.1|B/Japan/303/2008|15_Jan_2008|2008|Japan|AS"
"2119",2119,10,"gi|448268899|gb|KC458282.1|B/Japan/303/2008|15_Jan_2008|2008|Japan|AS"
"2120",2120,10,"gi|448268896|gb|KC458281.1|B/Japan/300/2008|15_Jan_2008|2008|Japan|AS"
"2121",2121,10,"gi|448268893|gb|KC458280.1|B/Japan/300/2008|15_Jan_2008|2008|Japan|AS"
"2122",2122,10,"gi|448268878|gb|KC458275.1|B/Japan/297/2008|15_Jan_2008|2008|Japan|AS"
"2123",2123,10,"gi|448267158|gb|KC457470.1|B/Japan/303/2008|15_Jan_2008|2008|Japan|AS"
"2124",2124,10,"gi|448267155|gb|KC457469.1|B/Japan/302/2008|15_Jan_2008|2008|Japan|AS"
"2125",2125,10,"gi|448267152|gb|KC457468.1|B/Japan/301/2008|15_Jan_2008|2008|Japan|AS"
"2126",2126,10,"gi|448267149|gb|KC457467.1|B/Japan/300/2008|15_Jan_2008|2008|Japan|AS"
"2127",2127,10,"gi|448267146|gb|KC457466.1|B/Japan/299/2008|15_Jan_2008|2008|Japan|AS"
"2128",2128,10,"gi|448267143|gb|KC457465.1|B/Japan/298/2008|15_Jan_2008|2008|Japan|AS"
"2129",2129,10,"gi|448267131|gb|KC457461.1|B/Japan/294/2008|15_Jan_2008|2008|Japan|AS"
"2130",2130,10,"gi|448267128|gb|KC457460.1|B/Japan/293/2008|15_Jan_2008|2008|Japan|AS"
"2131",2131,14,"gi|448269553|gb|KC458500.1|B/Japan/368/2008|29_Jan_2008|2008|Japan|AS"
"2132",2132,11,"gi|448269547|gb|KC458498.1|B/Japan/368/2008|29_Jan_2008|2008|Japan|AS"
"2133",2133,11,"gi|448269538|gb|KC458495.1|B/Japan/368/2008|29_Jan_2008|2008|Japan|AS"
"2134",2134,11,"gi|448269667|gb|KC458538.1|B/Japan/383/2008|29_Jan_2008|2008|Japan|AS"
"2135",2135,11,"gi|448269640|gb|KC458529.1|B/Japan/383/2008|29_Jan_2008|2008|Japan|AS"
"2136",2136,11,"gi|448269643|gb|KC458530.1|B/Japan/383/2008|29_Jan_2008|2008|Japan|AS"
"2137",2137,11,"gi|448269637|gb|KC458528.1|B/Japan/383/2008|29_Jan_2008|2008|Japan|AS"
"2138",2138,11,"gi|448269697|gb|KC458548.1|B/Japan/385/2008|29_Jan_2008|2008|Japan|AS"
"2139",2139,11,"gi|448269691|gb|KC458546.1|B/Japan/385/2008|29_Jan_2008|2008|Japan|AS"
"2140",2140,11,"gi|448269676|gb|KC458541.1|B/Japan/385/2008|29_Jan_2008|2008|Japan|AS"
"2141",2141,11,"gi|448269658|gb|KC458535.1|B/Japan/383/2008|29_Jan_2008|2008|Japan|AS"
"2142",2142,11,"gi|448269652|gb|KC458533.1|B/Japan/383/2008|29_Jan_2008|2008|Japan|AS"
"2143",2143,11,"gi|448269544|gb|KC458497.1|B/Japan/368/2008|29_Jan_2008|2008|Japan|AS"
"2144",2144,11,"gi|448269541|gb|KC458496.1|B/Japan/368/2008|29_Jan_2008|2008|Japan|AS"
"2145",2145,10,"gi|448269709|gb|KC458552.1|B/Japan/385/2008|29_Jan_2008|2008|Japan|AS"
"2146",2146,10,"gi|448269694|gb|KC458547.1|B/Japan/385/2008|29_Jan_2008|2008|Japan|AS"
"2147",2147,10,"gi|448269688|gb|KC458545.1|B/Japan/385/2008|29_Jan_2008|2008|Japan|AS"
"2148",2148,10,"gi|448269685|gb|KC458544.1|B/Japan/385/2008|29_Jan_2008|2008|Japan|AS"
"2149",2149,10,"gi|448269682|gb|KC458543.1|B/Japan/385/2008|29_Jan_2008|2008|Japan|AS"
"2150",2150,10,"gi|448269679|gb|KC458542.1|B/Japan/385/2008|29_Jan_2008|2008|Japan|AS"
"2151",2151,10,"gi|448269673|gb|KC458540.1|B/Japan/383/2008|29_Jan_2008|2008|Japan|AS"
"2152",2152,10,"gi|448269670|gb|KC458539.1|B/Japan/383/2008|29_Jan_2008|2008|Japan|AS"
"2153",2153,10,"gi|448269664|gb|KC458537.1|B/Japan/383/2008|29_Jan_2008|2008|Japan|AS"
"2154",2154,10,"gi|448269661|gb|KC458536.1|B/Japan/383/2008|29_Jan_2008|2008|Japan|AS"
"2155",2155,10,"gi|448269655|gb|KC458534.1|B/Japan/383/2008|29_Jan_2008|2008|Japan|AS"
"2156",2156,10,"gi|448269649|gb|KC458532.1|B/Japan/383/2008|29_Jan_2008|2008|Japan|AS"
"2157",2157,10,"gi|448269646|gb|KC458531.1|B/Japan/383/2008|29_Jan_2008|2008|Japan|AS"
"2158",2158,10,"gi|448269556|gb|KC458501.1|B/Japan/368/2008|29_Jan_2008|2008|Japan|AS"
"2159",2159,10,"gi|448269550|gb|KC458499.1|B/Japan/368/2008|29_Jan_2008|2008|Japan|AS"
"2160",2160,10,"gi|448267350|gb|KC457534.1|B/Japan/385/2008|29_Jan_2008|2008|Japan|AS"
"2161",2161,10,"gi|448267347|gb|KC457533.1|B/Japan/384/2008|29_Jan_2008|2008|Japan|AS"
"2162",2162,16,"gi|448267344|gb|KC457532.1|B/Japan/383/2008|29_Jan_2008|2008|Japan|AS"
"2163",2163,10,"gi|448267341|gb|KC457531.1|B/Japan/382/2008|29_Jan_2008|2008|Japan|AS"
"2164",2164,10,"gi|448267311|gb|KC457521.1|B/Japan/368/2008|29_Jan_2008|2008|Japan|AS"
"2165",2165,10,"gi|448267308|gb|KC457520.1|B/Japan/367/2008|29_Jan_2008|2008|Japan|AS"
"2166",2166,11,"gi|448269463|gb|KC458470.1|B/Japan/333/2008|16_Jan_2008|2008|Japan|AS"
"2167",2167,11,"gi|448269469|gb|KC458472.1|B/Japan/333/2008|16_Jan_2008|2008|Japan|AS"
"2168",2168,13,"gi|448269346|gb|KC458431.1|B/Japan/309/2008|15_Jan_2008|2008|Japan|AS"
"2169",2169,11,"gi|448269352|gb|KC458433.1|B/Japan/309/2008|15_Jan_2008|2008|Japan|AS"
"2170",2170,11,"gi|448269328|gb|KC458425.1|B/Japan/309/2008|15_Jan_2008|2008|Japan|AS"
"2171",2171,11,"gi|448269343|gb|KC458430.1|B/Japan/309/2008|15_Jan_2008|2008|Japan|AS"
"2172",2172,12,"gi|448269331|gb|KC458426.1|B/Japan/309/2008|15_Jan_2008|2008|Japan|AS"
"2173",2173,10,"gi|448269349|gb|KC458432.1|B/Japan/309/2008|15_Jan_2008|2008|Japan|AS"
"2174",2174,10,"gi|448269340|gb|KC458429.1|B/Japan/309/2008|15_Jan_2008|2008|Japan|AS"
"2175",2175,10,"gi|448269337|gb|KC458428.1|B/Japan/309/2008|15_Jan_2008|2008|Japan|AS"
"2176",2176,10,"gi|448269325|gb|KC458424.1|B/Japan/309/2008|15_Jan_2008|2008|Japan|AS"
"2177",2177,10,"gi|448267176|gb|KC457476.1|B/Japan/309/2008|15_Jan_2008|2008|Japan|AS"
"2178",2178,10,"gi|448267173|gb|KC457475.1|B/Japan/308/2008|15_Jan_2008|2008|Japan|AS"
"2179",2179,16,"gi|448267170|gb|KC457474.1|B/Japan/307/2008|15_Jan_2008|2008|Japan|AS"
"2180",2180,38,"gi|448269532|gb|KC458493.1|B/Japan/355/2008|18_Jan_2008|2008|Japan|AS"
"2181",2181,38,"gi|448269523|gb|KC458490.1|B/Japan/355/2008|18_Jan_2008|2008|Japan|AS"
"2182",2182,38,"gi|448269520|gb|KC458489.1|B/Japan/355/2008|18_Jan_2008|2008|Japan|AS"
"2183",2183,39,"gi|448269529|gb|KC458492.1|B/Japan/355/2008|18_Jan_2008|2008|Japan|AS"
"2184",2184,11,"gi|448268947|gb|KC458298.1|B/Japan/306/2008|15_Jan_2008|2008|Japan|AS"
"2185",2185,12,"gi|448268935|gb|KC458294.1|B/Japan/306/2008|15_Jan_2008|2008|Japan|AS"
"2186",2186,11,"gi|448268863|gb|KC458270.1|B/Japan/297/2008|15_Jan_2008|2008|Japan|AS"
"2187",2187,10,"gi|448269595|gb|KC458514.1|B/Japan/375/2008|29_Jan_2008|2008|Japan|AS"
"2188",2188,10,"gi|448269535|gb|KC458494.1|B/Japan/355/2008|18_Jan_2008|2008|Japan|AS"
"2189",2189,10,"gi|448267251|gb|KC457501.1|B/Japan/339/2008|16_Jan_2008|2008|Japan|AS"
"2190",2190,11,"gi|448268959|gb|KC458302.1|B/Japan/306/2008|15_Jan_2008|2008|Japan|AS"
"2191",2191,11,"gi|448268953|gb|KC458300.1|B/Japan/306/2008|15_Jan_2008|2008|Japan|AS"
"2192",2192,11,"gi|448269490|gb|KC458479.1|B/Japan/336/2008|16_Jan_2008|2008|Japan|AS"
"2193",2193,11,"gi|448269478|gb|KC458475.1|B/Japan/336/2008|16_Jan_2008|2008|Japan|AS"
"2194",2194,16,"gi|448269439|gb|KC458462.1|B/Japan/333/2008|16_Jan_2008|2008|Japan|AS"
"2195",2195,12,"gi|448269457|gb|KC458468.1|B/Japan/333/2008|16_Jan_2008|2008|Japan|AS"
"2196",2196,11,"gi|448269484|gb|KC458477.1|B/Japan/336/2008|16_Jan_2008|2008|Japan|AS"
"2197",2197,10,"gi|448269502|gb|KC458483.1|B/Japan/336/2008|16_Jan_2008|2008|Japan|AS"
"2198",2198,10,"gi|448269481|gb|KC458476.1|B/Japan/336/2008|16_Jan_2008|2008|Japan|AS"
"2199",2199,10,"gi|448269505|gb|KC458484.1|B/Japan/336/2008|16_Jan_2008|2008|Japan|AS"
"2200",2200,10,"gi|448269451|gb|KC458466.1|B/Japan/333/2008|16_Jan_2008|2008|Japan|AS"
"2201",2201,10,"gi|448269448|gb|KC458465.1|B/Japan/333/2008|16_Jan_2008|2008|Japan|AS"
"2202",2202,10,"gi|448269427|gb|KC458458.1|B/Japan/324/2008|16_Jan_2008|2008|Japan|AS"
"2203",2203,10,"gi|448269406|gb|KC458451.1|B/Japan/324/2008|16_Jan_2008|2008|Japan|AS"
"2204",2204,11,"gi|448269397|gb|KC458448.1|B/Japan/324/2008|16_Jan_2008|2008|Japan|AS"
"2205",2205,12,"gi|448269409|gb|KC458452.1|B/Japan/324/2008|16_Jan_2008|2008|Japan|AS"
"2206",2206,9,"gi|448269517|gb|KC458488.1|B/Japan/336/2008|16_Jan_2008|2008|Japan|AS"
"2207",2207,9,"gi|448269514|gb|KC458487.1|B/Japan/336/2008|16_Jan_2008|2008|Japan|AS"
"2208",2208,9,"gi|448269511|gb|KC458486.1|B/Japan/336/2008|16_Jan_2008|2008|Japan|AS"
"2209",2209,9,"gi|448269508|gb|KC458485.1|B/Japan/336/2008|16_Jan_2008|2008|Japan|AS"
"2210",2210,9,"gi|448269499|gb|KC458482.1|B/Japan/336/2008|16_Jan_2008|2008|Japan|AS"
"2211",2211,9,"gi|448269496|gb|KC458481.1|B/Japan/336/2008|16_Jan_2008|2008|Japan|AS"
"2212",2212,9,"gi|448269493|gb|KC458480.1|B/Japan/336/2008|16_Jan_2008|2008|Japan|AS"
"2213",2213,9,"gi|448269487|gb|KC458478.1|B/Japan/336/2008|16_Jan_2008|2008|Japan|AS"
"2214",2214,9,"gi|448269475|gb|KC458474.1|B/Japan/333/2008|16_Jan_2008|2008|Japan|AS"
"2215",2215,9,"gi|448269472|gb|KC458473.1|B/Japan/333/2008|16_Jan_2008|2008|Japan|AS"
"2216",2216,9,"gi|448269466|gb|KC458471.1|B/Japan/333/2008|16_Jan_2008|2008|Japan|AS"
"2217",2217,9,"gi|448269454|gb|KC458467.1|B/Japan/333/2008|16_Jan_2008|2008|Japan|AS"
"2218",2218,9,"gi|448269445|gb|KC458464.1|B/Japan/333/2008|16_Jan_2008|2008|Japan|AS"
"2219",2219,9,"gi|448269442|gb|KC458463.1|B/Japan/333/2008|16_Jan_2008|2008|Japan|AS"
"2220",2220,9,"gi|448269436|gb|KC458461.1|B/Japan/324/2008|16_Jan_2008|2008|Japan|AS"
"2221",2221,9,"gi|448269433|gb|KC458460.1|B/Japan/324/2008|16_Jan_2008|2008|Japan|AS"
"2222",2222,9,"gi|448269430|gb|KC458459.1|B/Japan/324/2008|16_Jan_2008|2008|Japan|AS"
"2223",2223,9,"gi|448269424|gb|KC458457.1|B/Japan/324/2008|16_Jan_2008|2008|Japan|AS"
"2224",2224,9,"gi|448269421|gb|KC458456.1|B/Japan/324/2008|16_Jan_2008|2008|Japan|AS"
"2225",2225,9,"gi|448269418|gb|KC458455.1|B/Japan/324/2008|16_Jan_2008|2008|Japan|AS"
"2226",2226,9,"gi|448269415|gb|KC458454.1|B/Japan/324/2008|16_Jan_2008|2008|Japan|AS"
"2227",2227,9,"gi|448269412|gb|KC458453.1|B/Japan/324/2008|16_Jan_2008|2008|Japan|AS"
"2228",2228,9,"gi|448269403|gb|KC458450.1|B/Japan/324/2008|16_Jan_2008|2008|Japan|AS"
"2229",2229,9,"gi|448269400|gb|KC458449.1|B/Japan/324/2008|16_Jan_2008|2008|Japan|AS"
"2230",2230,9,"gi|448267242|gb|KC457498.1|B/Japan/336/2008|16_Jan_2008|2008|Japan|AS"
"2231",2231,9,"gi|448267239|gb|KC457497.1|B/Japan/335/2008|16_Jan_2008|2008|Japan|AS"
"2232",2232,9,"gi|448267236|gb|KC457496.1|B/Japan/333/2008|16_Jan_2008|2008|Japan|AS"
"2233",2233,9,"gi|448267233|gb|KC457495.1|B/Japan/332/2008|16_Jan_2008|2008|Japan|AS"
"2234",2234,9,"gi|448267230|gb|KC457494.1|B/Japan/331/2008|16_Jan_2008|2008|Japan|AS"
